num,CVE_ESTADO,DES_ESTADO,CVE_DIAGNO,DES_DIAGNO,CVE_CIE10,ACUMULADO,MENORES_1,DE01_A_04,DE05_A_09,DE10_A_14,DE15_A_19,DE20_A_24,DE25_A_44,DE45_A_49,DE50_A_59,DE60_A_64,DE65_Y_MAS,SE_IGNORAN,SSA,IMSS_ORD,ISSSTE,OTRAS,IMSS_SOL,D_IF,PEMEX,SEDENA,SEDEMAR,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE,PERIODO,MENORES_1F,DE01_A_04F,DE05_A_09F,DE10_A_14F,DE15_A_19F,DE20_A_24F,DE25_A_44F,DE45_A_49F,DE50_A_59F,DE60_A_64F,DE65_Y_MAF,SE_IGNORAF,TOTALM,TOTALF,SSAM,IMSS_ORDM,ISSSTEM,OTRASM,IMSS_SOLM,D_IFM,PEMEXM,SEDENAM,SEDEMARM,SSAF,IMSS_ORDF,ISSSTEF,OTRASF,IMSS_SOLF,D_IFF,PEMEXF,SEDENAF,SEDEMARF,ENEROM,FEBREROM,MARZOM,ABRILM,MAYOM,JUNIOM,JULIOM,AGOSTOM,SEPTIEMBRM,OCTUBREM,NOVIEMBREM,DICIEMBREM,ENEROF,FEBREROF,MARZOF,ABRILF,MAYOF,JUNIOF,JULIOF,AGOSTOF,SEPTIEMBRF,OCTUBREF,NOVIEMBREF,DICIEMBREF
5978,10,Durango,49,Diabetes mellitus no insulinodependiente (Tipo II)#,E11-E14,8029,0,0,0,0,0,41,605,422,935,533,782,0,908,2225,3492,1104,288,0,0,12,0,677,702,727,684,609,755,571,785,589,668,729,533,2016,0,0,0,0,0,78,893,764,1339,617,1020,0,3318,4711,312,950,1442,502,104,0,0,8,0,596,1275,2050,602,184,0,0,4,0,288,287,299,270,270,298,240,330,232,300,307,197,389,415,428,414,339,457,331,455,357,368,422,336
5979,10,Durango,504,Fiebre del Oeste del Nilo,A92.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5980,10,Durango,51,Enfermedad isquémica del corazón&,I20-I25,1171,0,0,0,0,0,5,75,46,187,125,275,0,258,430,426,0,57,0,0,0,0,99,126,100,98,73,136,86,108,77,79,110,79,2016,0,0,0,0,0,2,34,31,93,67,231,0,713,458,161,263,255,0,34,0,0,0,0,97,167,171,0,23,0,0,0,0,68,65,65,60,37,82,55,65,54,50,64,48,31,61,35,38,36,54,31,43,23,29,46,31
5981,10,Durango,52,Enfermedad cerebrovasular,"I60-I67, I69",925,0,0,0,0,0,8,49,29,99,54,237,0,536,224,125,0,40,0,0,0,0,69,75,89,77,94,78,64,89,85,66,79,60,2016,0,0,0,0,0,5,52,23,61,50,258,0,476,449,275,130,56,0,15,0,0,0,0,261,94,69,0,25,0,0,0,0,37,36,40,39,51,46,41,46,37,33,39,31,32,39,49,38,43,32,23,43,48,33,40,29
5982,10,Durango,54,Asma y estado asmático,"J45, J46",5553,0,605,619,371,143,98,279,95,142,66,134,0,2591,1838,564,117,129,314,0,0,0,403,523,443,503,381,440,293,451,670,491,558,397,2016,0,429,371,222,201,167,749,274,270,129,189,0,2552,3001,1226,812,198,64,76,176,0,0,0,1365,1026,366,53,53,138,0,0,0,193,219,197,247,181,194,129,225,321,225,246,175,210,304,246,256,200,246,164,226,349,266,312,222
5983,10,Durango,57,Intoxicación por plaguicidas,T60,16,0,6,0,0,0,2,4,0,1,0,0,0,14,2,0,0,0,0,0,0,0,3,1,1,0,3,0,3,0,2,2,0,1,2016,0,3,0,0,0,0,0,0,0,0,0,0,13,3,11,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,3,0,3,0,2,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
5984,10,Durango,58,Intoxicación por ponzoña de animales,"T63, X21,  X27, excepto T63.2",1634,21,150,89,65,60,62,196,37,66,26,59,0,558,763,101,0,212,0,0,0,0,57,61,58,87,155,194,161,273,206,171,127,84,2016,25,141,63,60,54,63,201,47,66,31,52,0,831,803,292,389,51,0,99,0,0,0,0,266,374,50,0,113,0,0,0,0,24,27,30,52,82,92,81,136,101,90,68,48,33,34,28,35,73,102,80,137,105,81,59,36
5985,10,Durango,59,Infección asintomática por VIH,Z21,32,0,0,0,0,0,5,16,2,2,0,0,0,21,9,1,1,0,0,0,0,0,4,1,5,0,3,8,0,6,0,2,3,0,2016,0,0,0,0,0,0,4,1,2,0,0,0,25,7,17,7,1,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,4,0,3,0,3,6,0,5,0,2,2,0,0,1,2,0,0,2,0,1,0,0,1,0
5986,10,Durango,64,Enfermedad febril exantemática,U97,58,3,18,9,2,2,0,4,0,0,0,0,0,23,33,0,2,0,0,0,0,0,2,10,1,8,7,9,4,8,2,0,5,2,2016,5,8,2,3,0,1,1,0,0,0,0,0,38,20,18,18,0,2,0,0,0,0,0,5,15,0,0,0,0,0,0,0,1,5,1,5,5,8,3,6,1,0,3,0,1,5,0,3,2,1,1,2,1,0,2,2
5987,10,Durango,66,Parálisis flácida aguda,U98,9,0,3,2,1,0,0,0,0,0,0,0,0,5,3,1,0,0,0,0,0,0,1,1,1,0,0,2,1,0,0,2,0,1,2016,0,0,1,2,0,0,0,0,0,0,0,0,6,3,4,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
5988,10,Durango,67,Síndrome de inmunodeficiencia adquirida,B20-B24,46,0,0,0,0,1,1,25,6,3,0,0,0,40,4,2,0,0,0,0,0,0,6,2,5,5,4,7,4,3,5,1,3,1,2016,0,0,0,0,1,2,2,3,2,0,0,0,36,10,32,2,2,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,5,2,4,3,3,5,3,3,4,1,2,1,1,0,1,2,1,2,1,0,1,0,1,0
5989,10,Durango,68,Meningoencefalitis amebiana primaria,B60.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5990,10,Durango,69,Oncocercosis,B73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5991,10,Durango,71,Tripanosomiasis americana (Enfermedad de Chagas),B57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5992,10,Durango,72,Mal del pinto,A67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5993,10,Durango,73,Lepra,A30,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5994,10,Durango,74,Tracoma,A71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5995,10,Durango,75,Poliomielitis aguda,A80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5996,10,Durango,76,Paludismo por Plasmodium falciparum,B50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5997,10,Durango,77,Fiebre amarilla,A95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5998,10,Durango,78,Peste,A20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5999,10,Durango,80,Tifo murino,A75.2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2016,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6000,10,Durango,81,Fiebre manchada,A77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6001,10,Durango,82,Difteria,A36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6002,10,Durango,83,Tos ferina,A37,21,12,0,0,0,0,0,0,0,0,0,0,0,13,7,1,0,0,0,0,0,0,3,8,3,3,0,0,0,1,1,1,0,1,2016,9,0,0,0,0,0,0,0,0,0,0,0,12,9,7,5,0,0,0,0,0,0,0,6,2,1,0,0,0,0,0,0,3,4,2,1,0,0,0,0,0,1,0,1,0,4,1,2,0,0,0,1,1,0,0,0
6003,10,Durango,85,Tétanos,"A34, A35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6004,10,Durango,86,Tétanos neonatal**,A33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6005,10,Durango,87,Sarampión,B05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6006,10,Durango,88,Encefalitis equina venezolana,A92.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6007,10,Durango,89,Dengue grave,A91,6,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2016,0,0,0,2,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
6008,10,Durango,90,Influenza,J09 - J11,1059,29,40,33,27,17,36,147,24,57,17,75,0,537,429,72,2,19,0,0,0,0,60,295,450,59,54,14,9,33,4,5,22,54,2016,21,37,43,28,32,36,161,36,61,26,76,0,502,557,256,205,34,1,6,0,0,0,0,281,224,38,1,13,0,0,0,0,27,136,206,29,31,9,4,18,2,3,11,26,33,159,244,30,23,5,5,15,2,2,11,28
6009,10,Durango,91,Efectos adversos temporalmente asociados a vacuna (ETAV),"Y58, Y59",15,0,5,1,0,0,0,0,0,0,0,0,0,8,6,0,0,1,0,0,0,0,0,0,0,5,0,7,0,1,0,1,0,1,2016,2,3,1,0,0,2,0,0,0,0,1,0,6,9,4,1,0,0,1,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,1,0,0,0,0,0,3,0,5,0,0,0,0,0,1
6010,10,Durango,92,Sífilis congénita**,A50,4,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,2016,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
6011,10,Durango,93,Otras infecciones intestinales debidas a protozoarios,"A07.0, A07.2, A07.9",120,4,11,9,7,10,7,7,1,1,0,1,0,60,0,6,50,0,0,0,4,0,7,8,2,1,0,25,7,8,2,6,30,24,2016,3,8,8,10,8,9,11,0,3,1,1,0,58,62,25,0,4,26,0,0,0,3,0,35,0,2,24,0,0,0,1,0,3,5,1,1,0,9,3,3,1,3,13,16,4,3,1,0,0,16,4,5,1,3,17,8
6012,10,Durango,94,Intoxicación por picadura de alacrán,"T63.2, X22",8624,26,283,407,465,461,434,1098,244,294,127,216,0,7538,92,4,0,990,0,0,0,0,258,429,435,724,1205,1483,855,994,615,739,566,321,2016,35,270,332,439,497,514,1392,279,396,131,284,0,4055,4569,3520,43,3,0,489,0,0,0,0,4018,49,1,0,501,0,0,0,0,127,196,234,331,522,657,397,487,300,361,293,150,131,233,201,393,683,826,458,507,315,378,273,171
6013,10,Durango,96,Anencefalia**,Q00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6014,10,Durango,97,Tumor maligno del cuello del útero@,C53,28,0,0,0,0,0,0,0,0,0,0,0,0,3,23,1,0,1,0,0,0,0,5,4,2,1,3,1,4,0,2,0,4,2,2016,0,0,0,0,0,0,9,2,8,1,8,0,0,28,0,0,0,0,0,0,0,0,0,3,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,1,3,1,4,0,2,0,4,2
6015,10,Durango,98,Síndrome coqueluchoide,U99,11,4,1,1,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,1,3,0,0,0,1,1,2,0,0,1,2,2016,5,0,0,0,0,0,0,0,0,0,0,0,6,5,3,3,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,2
6016,10,Durango,99,Infecciones invasivas por Haemophilus Influenzae,"A41.3, G00.0, J14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6017,11,Guanajuato,1,Cólera,A00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6018,11,Guanajuato,2,Amebiasis intestinal,"A06.0-A06.3, A06.9",3725,48,284,247,200,83,121,289,118,125,69,98,0,1720,983,774,119,7,0,1,121,0,219,206,244,341,365,585,361,474,307,264,272,87,2016,50,275,246,189,131,139,458,132,171,109,143,0,1682,2043,737,456,360,66,4,0,0,59,0,983,527,414,53,3,0,1,62,0,95,95,101,153,163,264,176,226,131,114,132,32,124,111,143,188,202,321,185,248,176,150,140,55
6019,11,Guanajuato,3,Absceso hepático amebiano,A06.4,12,0,1,0,1,0,1,1,0,3,0,0,0,3,0,9,0,0,0,0,0,0,0,1,0,0,0,0,1,1,8,1,0,0,2016,0,0,0,0,0,0,3,0,0,1,1,0,7,5,2,0,5,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0
6020,11,Guanajuato,4,Ascariasis,B77,124,1,22,11,6,1,1,3,3,0,0,0,0,83,11,19,4,7,0,0,0,0,5,8,13,10,16,21,10,11,4,14,9,3,2016,0,20,23,12,3,3,5,2,4,1,3,0,48,76,34,6,4,2,2,0,0,0,0,49,5,15,2,5,0,0,0,0,1,2,4,3,8,8,2,6,2,9,2,1,4,6,9,7,8,13,8,5,2,5,7,2
6021,11,Guanajuato,5,Shigelosis,A03,23,1,3,0,0,0,2,2,1,0,0,0,0,13,6,2,2,0,0,0,0,0,3,4,0,0,3,4,0,4,0,3,2,0,2016,0,2,2,0,2,2,4,1,0,1,0,0,9,14,5,4,0,0,0,0,0,0,0,8,2,2,2,0,0,0,0,0,2,1,0,0,3,2,0,0,0,0,1,0,1,3,0,0,0,2,0,4,0,3,1,0
6022,11,Guanajuato,6,Fiebre tifoidea,A01.0,428,0,3,9,18,10,11,43,15,15,7,8,0,246,84,24,38,1,0,0,35,0,33,26,33,37,46,49,36,34,46,30,41,17,2016,0,1,7,14,24,40,116,22,36,11,18,0,139,289,67,27,7,19,0,0,0,19,0,179,57,17,19,1,0,0,16,0,10,13,6,15,18,11,11,16,14,8,12,5,23,13,27,22,28,38,25,18,32,22,29,12
6023,11,Guanajuato,7,Giardiasis,A07.1,72,0,3,6,5,2,2,4,3,4,1,3,0,58,6,5,1,2,0,0,0,0,4,1,4,7,9,8,6,7,4,10,8,4,2016,0,5,7,2,3,6,7,3,3,0,3,0,33,39,29,1,1,1,1,0,0,0,0,29,5,4,0,1,0,0,0,0,4,1,1,2,4,1,4,3,1,6,4,2,0,0,3,5,5,7,2,4,3,4,4,2
6024,11,Guanajuato,8,Infecciones intestinales por otros organismos y las mal definidas,"A04, A08-A09 excepto A08.0",162713,5834,16669,8975,5927,3788,5162,13514,3536,4334,2164,4379,0,78730,56493,14748,8753,840,0,2633,516,0,9846,9368,13061,16731,18140,23630,16493,17437,12144,10298,8813,6752,2016,5287,15629,8681,5353,4697,6145,18850,5324,7872,3454,7139,0,74282,88431,35477,25850,6673,4438,353,0,1236,255,0,43253,30643,8075,4315,487,0,1397,261,0,4629,4388,6032,7612,8170,10562,7412,7947,5552,4696,4167,3115,5217,4980,7029,9119,9970,13068,9081,9490,6592,5602,4646,3637
6025,11,Guanajuato,9,Intoxicación alimentaria bacteriana,A05,305,5,21,7,7,16,13,47,5,12,3,8,0,213,23,2,65,2,0,0,0,0,3,12,18,31,37,51,32,33,26,19,23,20,2016,2,17,6,13,20,17,52,9,13,4,8,0,144,161,98,13,1,32,0,0,0,0,0,115,10,1,33,2,0,0,0,0,2,4,7,14,19,22,13,19,14,10,8,12,1,8,11,17,18,29,19,14,12,9,15,8
6026,11,Guanajuato,10,Enterobiasis,B80,97,2,9,12,3,2,1,5,0,1,1,3,0,84,9,3,0,1,0,0,0,0,7,11,4,4,15,9,7,7,6,9,15,3,2016,2,15,16,2,2,4,7,3,4,0,3,0,39,58,32,6,1,0,0,0,0,0,0,52,3,2,0,1,0,0,0,0,4,7,1,3,6,5,3,3,0,5,2,0,3,4,3,1,9,4,4,4,6,4,13,3
6027,11,Guanajuato,100,Síndrome de rubéola congénita**,P35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6028,11,Guanajuato,101,Infección por virus del papiloma humano,B97.7,1870,0,0,0,0,0,2,5,1,0,1,0,0,1821,9,11,24,0,0,5,0,0,59,92,168,188,166,270,201,146,132,191,230,27,2016,0,0,0,5,93,184,1042,217,241,57,22,0,9,1861,3,0,3,0,0,0,3,0,0,1818,9,8,24,0,0,2,0,0,0,2,1,1,0,3,0,0,1,0,1,0,59,90,167,187,166,267,201,146,131,191,229,27
6029,11,Guanajuato,102,Leptospirosis,A27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6030,11,Guanajuato,103,Triquinosis,B75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6031,11,Guanajuato,104,Hepatitis vírica C,"B17.1, B18.2",45,0,0,0,0,0,1,18,7,2,1,2,0,23,20,1,0,0,0,1,0,0,1,0,6,4,4,6,2,4,5,5,7,1,2016,0,0,0,0,0,1,11,0,2,0,0,0,31,14,15,15,0,0,0,0,1,0,0,8,5,1,0,0,0,0,0,0,1,0,5,3,4,3,2,3,3,4,2,1,0,0,1,1,0,3,0,1,2,1,5,0
6032,11,Guanajuato,105,Toxoplasmosis,B58,3,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2016,0,0,0,0,0,1,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6033,11,Guanajuato,106,Insuficiencia venosa periférica,I87.2,4706,0,0,1,1,8,24,308,113,269,136,358,0,460,3706,343,57,8,0,132,0,0,285,313,466,451,465,597,410,364,368,373,348,266,2016,0,0,0,8,25,82,1035,465,856,383,634,0,1218,3488,138,966,75,18,1,0,20,0,0,322,2740,268,39,7,0,112,0,0,90,90,131,110,109,147,96,101,88,91,101,64,195,223,335,341,356,450,314,263,280,282,247,202
6034,11,Guanajuato,107,"Edema, proteinuria y transtornos hipertensivos del embarazo=",010-016 excepto 012,2062,0,0,0,0,0,0,0,0,0,0,0,0,795,1264,2,1,0,0,0,0,0,133,153,174,161,172,235,189,224,167,177,180,97,2016,0,0,0,5,205,557,1279,15,1,0,0,0,0,2062,0,0,0,0,0,0,0,0,0,795,1264,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,153,174,161,172,235,189,224,167,177,180,97
6035,11,Guanajuato,109,"Úlceras, gastritis y duodenitis",K25-K29,67597,14,103,378,1108,1717,2527,6844,3059,3692,2414,3347,0,40552,12149,8893,4602,805,0,351,245,0,4941,5001,6169,5672,5961,7814,5624,6679,5062,5043,5687,3944,2016,24,112,519,1903,3835,4788,13063,4787,5839,3032,4492,0,25203,42394,13746,4548,3988,2420,242,0,156,103,0,26806,7601,4905,2182,563,0,195,142,0,1820,1872,2292,2053,2129,2711,2156,2597,1905,1951,2160,1557,3121,3129,3877,3619,3832,5103,3468,4082,3157,3092,3527,2387
6036,11,Guanajuato,110,Infección de vías urinarias,"N30, N34, N39.0",154170,220,1683,2005,1578,1678,2663,8377,2792,4143,2611,6203,0,79415,54512,11740,4927,758,0,1910,908,0,10747,11019,13988,13326,13557,18141,12464,15439,11807,12293,12944,8445,2016,329,2814,4416,4019,11952,16912,40622,9823,13019,5736,10575,0,33953,120217,13901,14380,3467,1492,88,0,426,199,0,65514,40132,8273,3435,670,0,1484,709,0,2277,2534,3178,2941,2961,3962,2676,3496,2612,2687,2814,1815,8470,8485,10810,10385,10596,14179,9788,11943,9195,9606,10130,6630
6037,11,Guanajuato,111,Enfermedad alcohólica del hígado,K70 excepto K70.3,247,0,0,0,0,5,6,67,34,45,18,35,0,166,37,7,35,0,0,2,0,0,23,17,21,26,15,20,33,24,19,14,22,13,2016,0,0,0,1,1,2,16,5,4,3,5,0,210,37,139,34,4,31,0,0,2,0,0,27,3,3,4,0,0,0,0,0,20,15,17,21,15,18,26,21,14,13,20,10,3,2,4,5,0,2,7,3,5,1,2,3
